setting,region,acc_causal,acc_all,delta
ID,CW,88.09523809523809,87.8048780487805,0.29036004645760505
ID,NE,78.78787878787878,84.375,-5.5871212121212155
ID,NO,89.28571428571429,85.71428571428571,3.571428571428581
ID,NW,90.32258064516128,90.32258064516128,0.0
ID,SE,78.94736842105263,78.94736842105263,0.0
ID,SW,91.83673469387756,89.79591836734694,2.0408163265306145
